ham	Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham	What Today-sunday..sunday is holiday..so no work..
ham	Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham	Tell where you reached
ham	Yes..gauti and sehwag out of odi series.
ham	Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham	Ha ha ha good joke. Girls are situation seekers.
ham	Its a part of checking IQ
ham	Sorry my roommates took forever, it ok if I come by now?
spam	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
spam	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
ham	Buy one egg for me da..please:)
ham	I not at home now lei...
ham	Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
spam	Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham	Wah lucky man... Then can save money... Hee...
ham	A few people are at the game, I'm at the mall with iouri and kaila
ham	Also remember the beads don't come off. Ever.
ham	K..k:)where are you?how did you performed?
ham	Why are u up so early?
ham	Dizzamn, aight I'll ask my suitemates when I get back
ham	Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
spam	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
ham	Does not operate after  &lt;#&gt;  or what
ham	Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time
ham	Sorry, I'll call later
ham	K. Did you call me just now ah? 
ham	Ok i am on the way to home hi hi
ham	You will be in the place of that man
ham	Yup next stop.
ham	WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham	For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham	Aight well keep me informed
ham	I'm really not up to it still tonight babe
ham	Ela kano.,il download, come wen ur free..
ham	Yeah do! Don‘t stand to close tho- you‘ll catch something!
ham	Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
spam	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham	No no. I will check all rooms befor activities
spam	Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
ham	Watching telugu movie..wat abt u?
spam	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham	Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"
ham	Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday
ham	Please don't text me anymore. I have nothing else to say.
ham	Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham	I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham	I didnt get anything da
ham	I remain unconvinced that this isn't an elaborate test of my willpower
spam	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham	Aight, I'll hit you up when I get some cash
ham	How would my ip address test that considering my computer isn't a minecraft server
ham	I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
spam	Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham	What is the plural of the noun research?
ham	Going for dinner.msg you after.
ham	I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham	I am on the way to ur home
ham	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
ham	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
spam	You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
ham	Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham	Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
spam	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
spam	URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
ham	I'm stuck in da middle of da row on da right hand side of da lt... 
spam	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham	I am going to sao mu today. Will be done only at 12 
ham	Ü predict wat time ü'll finish buying?
ham	Good stuff, will do.
ham	Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
spam	REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode
spam	FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
ham	K..k:)how much does it cost?
ham	Wot is u up 2 then bitch?
ham	Dear, will call Tmorrow.pls accomodate.
ham	How come she can get it? Should b quite diff to guess rite...
spam	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam	Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham	I only haf msn. It's yijue@hotmail.com
ham	How are you. Its been ages. How's abj
ham	No no. I will check all rooms befor activities
spam	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham	Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
ham	K, text me when you're on the way
ham	Sir, Waiting for your mail.
ham	A swt thought: "Nver get tired of doing little things 4 lovable persons.." Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
ham	Did you stitch his trouser
ham	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham	Whats the staff name who is taking class for us?
spam	Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham	Am slow in using biola's fne
ham	Sindu got job in birla soft ..
ham	Dear got bus directly to calicut
ham	Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham	Ok... Ur typical reply...
ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham	What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham	Aaooooright are you at work?
ham	I'm leaving my house now...
ham	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
ham	Missing you too.pray inshah allah
ham	Call me when you get the chance plz &lt;3
ham	Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham	New car and house for my parents.:)i have only new job in hand:)
ham	I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
spam	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
spam	BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu
ham	Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham	U studying in sch or going home? Anyway i'll b going 2 sch later.
ham	Hi frnd, which is best way to avoid missunderstding wit our beloved one's?
ham	Great escape. I fancy the bridge but needs her lager. See you tomo 
ham	So how many days since then?
ham	Sir, I need AXIS BANK account no and bank address.
ham	Wait . I will msg after  &lt;#&gt;  min.
ham	What time you coming down later? 
ham	That's cool he'll be here all night, lemme know when you're around
ham	Well, i'm gonna finish my bath now. Have a good...fine night.
ham	The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe
ham	Try to do something dear. You read something for exams
ham	Yes i have. So that's why u texted. Pshew...missing you so much
ham	Text her. If she doesnt reply let me know so i can have her log in
ham	Sent me ur email id soon
ham	You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham	Lol no. U can trust me.
ham	, ow u dey.i paid 60,400thousad.i told  u would call . 
ham	So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham	thanks for the temales it was wonderful. Thank. Have a great week.
ham	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham	Haha awesome, be there in a minute
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham	Have you got Xmas radio times. If not i will get it now
spam	Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
spam	Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham	Hi :)finally i completed the course:)
ham	Like a personal sized or what
ham	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham	Gud mrng dear hav a nice day
ham	Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham	is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham	Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham	Found it, ENC  &lt;#&gt; , where you at?
ham	I sent you  &lt;#&gt;  bucks
ham	I'm not. She lip synced with shangela.
ham	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham	Goodmorning sleeping ga.
ham	U call me alter at 11 ok.
ham	No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham	Well boy am I glad G wasted all night at applebees for nothing
ham	I've sent ü my part..
ham	You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham	Aight, text me tonight and we'll see what's up
ham	What's up bruv, hope you had a great break. Do have a rewarding semester.
ham	Home so we can always chat
ham	K:)k:)good:)study well.
ham	Thank you princess! I want to see your nice juicy booty...
ham	K. I will sent it again
ham	I'm on the bus. Love you
ham	Tired. I haven't slept well the past few nights.
ham	Easy ah?sen got selected means its good..
ham	I have to take exam with march 3
ham	Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham	Ok no prob. Take ur time.
ham	I'm glad. You are following your dreams.
ham	Ü called dad oredi...
ham	U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
spam	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18
ham	Would really appreciate if you call me. Just need someone to talk to.
spam	Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES
ham	Hey company elama po mudyadhu.
ham	Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .
ham	Dear good morning now only i am up
ham	Ooooooh I forgot to tell u I can get on yoville on my phone
ham	Dear we are going to our rubber place
ham	I'm in a movie... Collect car oredi...
ham	Yes:)here tv is always available in work place..
spam	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham	G.W.R
ham	Or ill be a little closer like at the bus stop on the same street
ham	Where are you?when wil you reach here?
spam	Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8
spam	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham	K I'll head out in a few mins, see you there
ham	Get me out of this dump heap. My mom decided to come to lowes. BORING.
spam	Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham	5 nights...We nt staying at port step liao...Too ex
ham	U don't remember that old commercial?
ham	No problem. We will be spending a lot of quality time together...
ham	I asked you to call him now ok
ham	Kallis wont bat in 2nd innings.
spam	Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
spam	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham	Ranjith cal drpd Deeraj and deepak 5min hold
ham	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
ham	What you doing?how are you?
ham	Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
ham	I'm back, lemme know when you're ready
ham	Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham	Mmm so yummy babe ... Nice jolt to the suzy
ham	If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
ham	A boy was late 2 home. His father: "POWER OF FRNDSHIP"
ham	I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham	Yup
spam	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham	Do 1 thing! Change that sentence into: "Because i want 2 concentrate in my educational career im leaving here.."
ham	She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham	Why you Dint come with us.
ham	Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.
ham	Not sure yet, still trying to get a hold of him
ham	Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham	Hmm ok, i'll stay for like an hour cos my eye is really sore!
spam	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham	Come to mu, we're sorting out our narcotics situation
ham	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.
spam	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.
ham	Xy trying smth now. U eat already? We havent...
ham	No objection. My bf not coming.
ham	Thanx...
ham	Alex says he's not ok with you not being ok with it
ham	Awesome, I'll see you in a bit
spam	Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham	All done? All handed in? Celebrations in full swing yet?
ham	You got called a tool?
ham	"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch" gdeve..
ham	Ok. I asked for money how far
ham	Okie...
ham	Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
ham	K, I might come by tonight then if my class lets out early
ham	Ok..
ham	hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
ham	Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.
ham	Infact happy new year. How are you where are you when are we seeing
spam	2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham	Oops. 4 got that bit.
ham	Are you this much buzy
ham	Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
spam	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham	Unless it's a situation where YOU GO GURL would be more appropriate
ham	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham	I cant pick the phone right now. Pls send a message
ham	Jason says it's cool if we pick some up from his place in like an hour
ham	Awesome, I remember the last time we got somebody high for the first time with diesel :V
ham	Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham	Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham	Or just do that 6times
ham	Wewa is 130. Iriver 255. All 128 mb.
spam	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
ham	Jos ask if u wana meet up?
ham	Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
spam	TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
ham	Where are the garage keys? They aren't on the bookshelf
ham	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam	Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
ham	Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham	Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
ham	"Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x"
ham	He's in lag. That's just the sad part but we keep in touch thanks to skype
ham	Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...
spam	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham	Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min
ham	Coffee cake, i guess...
ham	Please tell me not all of my car keys are in your purse
ham	Hey... Why dont we just go watch x men and have lunch... Haha 
spam	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham	We live in the next  &lt;#&gt; mins
ham	No problem. How are you doing?
ham	I just really need shit before tomorrow and I know you won't be awake before like 6
ham	Hi da:)how is the todays class?
ham	I'd say that's a good sign but, well, you know my track record at reading women
ham	Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham	I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham	"Thinking of u ;) x"
ham	Maybe i could get book out tomo then return it immediately ..? Or something.
spam	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham	Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
spam	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham	Goodmorning,my grandfather expired..so am on leave today.
ham	Cool. So how come you havent been wined and dined before?
ham	Just sleeping..and surfing
ham	Sorry, I'll call later
ham	U calling me right? Call my hand phone...
ham	Ok that's great thanx a lot.
spam	Win a £1000 cash prize or a prize worth £5000
ham	Where u been hiding stranger?
ham	Am not interested to do like that.
ham	My sister cleared two round in birla soft yesterday.
ham	Gudnite....tc...practice going on
ham	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham	Ok cool. See ya then.
spam	Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
spam	Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p 
ham	Nah can't help you there, I've never had an iphone
ham	If you're not in my car in an hour and a half I'm going apeshit
ham	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
ham	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham	Pity, * was in mood for that. So...any other suggestions?
ham	The new deus ex game comin early next yr
ham	Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.
ham	I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.
ham	Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
ham	You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs
ham	Does daddy have a bb now.
ham	When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham	Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham	Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always
ham	My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
spam	Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=
spam	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham	Where are you call me.
ham	Cool, text me when you're ready
ham	Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...
ham	Perhaps * is much easy give your account identification, so i will tomorrow at UNI
ham	I'm going for bath will msg you next  &lt;#&gt;  min..
ham	I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham	Jay wants to work out first, how's 4 sound?
ham	For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham	You could have seen me..i did't recognise you Face.:)
ham	Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham	Keep my payasam there if rinu brings
ham	I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham	I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.
ham	Yeah sure, give me a couple minutes to track down my wallet
ham	Hey leave it. not a big deal:-) take care.
ham	Hey i will be late ah... Meet you at 945+
ham	hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
